player_id,season,dWAR,total_WAR
alexabl01,2026,-0.17,-0.1
alexacj01,2024,-0.11,-0.22
alexacj01,2025,-0.01,-0.21
alexaja01,2025,0.0,0.59
alexaja01,2026,0.0,-0.19
alexasc02,2023,0.0,-0.23
alexasc02,2024,0.0,1.22
alexasc02,2025,0.0,0.02
alexaty01,2023,0.0,0.12
alexaty01,2024,0.0,0.36
alexaty01,2025,0.0,-0.41000000000000014
alexaty01,2026,0.0,0.53
alfarjo01,2023,-0.01999999999999999,-0.44
alfarjo01,2025,-0.23,-0.28
allarko01,2023,0.0,-0.18
allarko01,2024,0.0,0.2
allarko01,2025,0.0,1.28
allarko01,2026,0.0,-0.34
allengr01,2023,-0.27,-0.02
allengr01,2025,0.01,-0.44
allenlo01,2024,0.0,-0.13
allenlo02,2023,0.0,1.72
allenlo02,2024,0.0,-1.07
allenlo02,2025,0.0,0.43
allenni02,2023,0.88,0.15
allenni02,2024,0.62,0.23
allenni02,2025,1.95,0.62
allenni02,2026,0.09,-0.02
almonab01,2023,-0.13,-0.33
almonye01,2023,0.0,-0.52
almonye01,2024,0.0,0.08
alonspe01,2023,-0.21,3.28
alonspe01,2024,-1.13,2.48
alonspe01,2025,-1.76,3.43
alonspe01,2026,0.16,0.94
altavda01,2024,0.0,-0.25
altavda01,2025,0.0,0.8
altuvjo01,2023,-1.01,2.81
altuvjo01,2024,-0.86,3.23
altuvjo01,2025,-2.21,0.49
altuvjo01,2026,-0.47,0.02
aluja01,2023,-0.12,-0.11
alvaran01,2025,0.0,0.64
alvaran01,2026,0.0,0.22
alvarar01,2024,-0.33,-0.38
alvared01,2024,0.12,0.08
alvarel01,2025,0.0,0.66
alvarel01,2026,0.0,-0.5
alvarfr01,2023,0.18,0.95
alvarfr01,2024,-0.21,0.81
alvarfr01,2025,0.18,1.89
alvarfr01,2026,-0.33,-0.09
alvarjo03,2023,0.0,1.14
alvarjo03,2024,0.0,0.43
alvarjo03,2025,0.0,0.4
alvarjo03,2026,0.0,-0.14
alvarna01,2024,-0.08,-0.53
alvarna01,2025,0.66,0.76
alvaryo01,2023,-0.95,4.53
alvaryo01,2024,-1.56,5.21
alvaryo01,2025,-0.44,0.67
alvaryo01,2026,-0.79,1.87
alzolad01,2023,0.0,1.56
alzolad01,2024,0.0,-0.62
amadoad01,2024,-0.07,-0.43
amadoad01,2025,-0.6,-1.24
amayaja01,2023,0.02,-0.02
amayaja01,2024,0.45,-0.06
amayaja01,2025,-0.05,-0.98
amayami01,2023,0.0,0.33
amayami01,2024,1.49,1.95
amayami01,2025,0.19,1.08
amayami01,2026,0.38,1.1
anderbr06,2023,0.38,0.47
anderbr06,2024,0.0,-0.15
anderch01,2023,0.0,0.61
anderch01,2024,0.0,-0.66
anderdr02,2026,0.0,0.08
andergr01,2023,0.0,-0.29
andergr01,2024,0.0,-1.12
andergr01,2025,0.0,0.23
andergr01,2026,0.0,0.24
anderia01,2025,0.0,-0.6
anderja02,2026,0.0,0.03
anderju01,2024,0.0,0.51
anderni01,2023,0.0,0.63
anderni01,2024,0.0,0.25
anderni01,2025,0.0,0.02
andersh01,2024,0.0,-0.63
andersh01,2025,0.0,-0.54
andersh01,2026,0.0,-0.22
anderti01,2023,-0.78,-1.77
anderti01,2024,0.38,-1.34
anderti01,2025,0.36,-0.03
anderty01,2023,0.0,0.19
anderty01,2024,0.0,2.92
anderty01,2025,0.0,1.89
andrecl02,2023,0.0,-0.8
andrecl02,2024,0.0,-0.08
andrima01,2024,0.0,-0.1
andruel01,2023,0.22,0.66
andujmi01,2023,-0.33,0.12
andujmi01,2024,-0.38,0.35
andujmi01,2025,-1.02,0.81
andujmi01,2026,-0.29,0.52
anthoro01,2025,0.41,3.14
anthoro01,2026,0.47,1.01
antonsa01,2026,-0.07,0.79
antonte01,2023,0.0,0.27
antonte01,2024,0.0,0.02
antonte01,2026,0.0,-0.07
arandjo01,2023,-0.03,0.21
arandjo01,2024,-0.09,0.69
arandjo01,2025,0.2,3.51
arandjo01,2026,-0.74,0.52
arauzjo01,2023,0.08,-0.31
arciaor01,2023,0.19,1.72
arciaor01,2024,0.85,0.52
arciaor01,2025,-0.24,-1.2200000000000002
arciaor01,2026,0.0,0.05
arenano01,2023,0.2,2.19
arenano01,2024,0.99,2.7
arenano01,2025,0.86,1.29
arenano01,2026,0.41,1.58
ariasga01,2023,0.08,-0.2
ariasga01,2024,-0.21,-0.38
ariasga01,2025,1.11,1.06
ariasga01,2026,0.16,0.22
ariaslu01,2025,0.0,-0.37
armstsh01,2023,0.0,1.69
armstsh01,2024,0.0,-0.3
armstsh01,2025,0.0,1.53
armstsh01,2026,0.0,0.1
arozara01,2023,-0.13,3.43
arozara01,2024,-1.25,1.71
arozara01,2025,-0.62,4.03
arozara01,2026,0.07,2.0
arraelu01,2023,0.57,4.55
arraelu01,2024,-1.23,1.07
arraelu01,2025,-0.72,1.23
arraelu01,2026,0.36,1.71
arrigsp01,2024,0.0,0.43
arrigsp01,2025,0.0,0.06
arrigsp01,2026,0.0,1.58
arroych01,2023,0.31,-0.19
ashbyaa01,2024,0.0,0.2
ashbyaa01,2025,0.0,1.88
ashbyaa01,2026,0.0,0.61
ashcrbr01,2025,0.0,1.92
ashcrbr01,2026,0.0,1.02
ashcrgr01,2023,0.0,2.56
ashcrgr01,2024,0.0,0.28
ashcrgr01,2025,0.0,0.24
ashcrgr01,2026,0.0,0.38
assadja01,2023,0.0,2.07
assadja01,2024,0.0,1.66
assadja01,2025,0.0,0.39
assadja01,2026,0.0,-0.31
avansdr01,2025,-0.12,-0.37
avilalu02,2025,0.0,0.39
avilalu02,2026,0.0,0.09
avilani01,2024,0.0,-0.3
avilape01,2023,0.0,0.44
avilape01,2024,0.0,0.43
azocajo01,2023,-0.11,0.05
azocajo01,2024,-0.23,-0.35
azocajo01,2025,-0.04,-0.03
azocajo01,2026,0.08,0.26
bachala01,2024,0.0,0.03
bachala01,2025,0.0,0.69
bachala01,2026,0.0,0.48
bachmsa01,2023,0.0,0.43
bachmsa01,2025,0.0,-0.23
bachmsa01,2026,0.0,0.64
backhky01,2025,0.0,-0.08
backhky01,2026,0.0,0.09
baddoak01,2023,-0.14,0.7
baddoak01,2024,-0.19,-0.49
baddoak01,2025,0.42,0.24
baderha01,2023,0.67,0.56
baderha01,2024,0.13,0.86
baderha01,2025,1.35,3.9400000000000004
baderha01,2026,0.38,0.04
baeji01,2023,-0.45,-0.45
baeji01,2024,-0.15,-0.38
baeji01,2025,-0.23,-0.39
baezja01,2023,1.07,0.79
baezja01,2024,0.06,-1.17
baezja01,2025,0.97,1.89
baezja01,2026,-0.37,-0.33
bailepa01,2023,0.81,0.84
bailepa01,2024,1.31,1.73
bailepa01,2025,1.36,1.13
bailepa01,2026,0.54,-0.32
bakerbr01,2023,0.0,0.45
bakerbr01,2024,0.0,-0.09
bakerbr01,2025,0.0,0.37
bakerbr01,2026,0.0,0.49
bakerda02,2024,-0.23,0.03
bakerlu01,2023,-0.43,-0.44
bakerlu01,2024,-0.22,-0.18
bakerlu01,2025,-0.13,-0.05
bakerlu01,2026,-0.01,-0.05
balazjo02,2023,0.0,0.0
baldwbr01,2024,-0.07,-0.02
baldwbr01,2025,-1.25,-0.51
baldwdr01,2025,0.29,3.27
baldwdr01,2026,-0.01,2.25
ballemo01,2025,-0.17,0.51
ballemo01,2026,-0.29,0.38
bandaan01,2023,0.0,0.0
bandaan01,2024,0.0,0.65
bandaan01,2025,0.0,0.89
bandaan01,2026,0.0,-0.42
banfiwi01,2025,0.02,-0.15
banksta01,2023,0.0,0.72
banksta01,2024,0.0,0.12000000000000001
banksta01,2025,0.0,1.62
banksta01,2026,0.0,-0.28
bannory01,2023,-0.01,-0.16
banueda01,2024,0.0,-0.03
banueda01,2025,-0.01,0.01
barcohu01,2025,0.0,0.17
barcohu01,2026,0.0,-0.58
bardda01,2023,0.0,0.04
bargead01,2024,0.25,0.34
bargead01,2025,-0.26,1.19
bargead01,2026,0.09,-0.2
barlojo01,2023,0.0,-0.01
barlosc01,2023,0.0,-0.09000000000000002
barlosc01,2024,0.0,0.18
barlosc01,2025,0.0,0.72
barlosc01,2026,0.0,0.58
barneau01,2023,0.06,-1.04
barneau01,2024,0.41,0.65
barneau01,2025,-0.03,-0.27
barnech01,2026,0.0,-0.039999999999999994
barneja01,2023,0.0,-0.23
barneja01,2024,0.0,0.08
barneja01,2025,0.0,-0.4
barnema01,2023,0.0,-0.01
barnema01,2024,0.0,-0.24
barnema02,2025,0.0,-0.33
barnema02,2026,0.0,0.07
barnhtu01,2023,-0.06,-0.42
barnhtu01,2024,0.31,0.2
barnhtu01,2025,0.03,-0.08
barraky01,2023,0.0,-0.5
barretr01,2023,0.01,-0.04
barrija01,2023,0.0,-0.91
barrojo01,2024,0.11,0.0
barrojo01,2025,0.06,-0.74
barrojo01,2026,0.06,0.1
bartjo01,2023,-0.12,-0.42
bartjo01,2024,0.52,2.19
bartjo01,2025,0.02,0.52
bartjo01,2026,0.22,0.22
basabos01,2023,0.44,0.35
basalsa01,2025,0.1,-0.21
basalsa01,2026,0.14,1.06
bassan01,2023,0.0,-0.09
bassich01,2023,0.0,2.62
bassich01,2024,0.0,0.05
bassich01,2025,0.0,2.11
bassich01,2026,0.0,-0.14
bassobr01,2024,0.0,0.34
bassobr01,2025,0.0,0.25
bassobr01,2026,0.0,-0.05
battema01,2023,-0.35,0.34
battema01,2024,-0.01,0.05
battepe01,2023,0.0,-0.25
batybr01,2023,-0.31,-0.7
batybr01,2024,0.02,0.32
batybr01,2025,1.06,3.1
batybr01,2026,0.2,0.47
bauerja01,2023,-1.24,-0.94
bauerja01,2024,-0.85,-0.31
bauerja01,2025,-0.6,0.6
bauerja01,2026,-0.53,0.88
baumami01,2023,0.0,0.59
baumami01,2024,0.0,-0.64
baumlca01,2026,0.0,0.06
bautife01,2023,0.0,2.96
bautife01,2025,0.0,1.1
bazared01,2023,0.0,0.12
bazared01,2024,0.0,-0.02
bazared01,2025,0.0,1.79
bazared01,2026,0.0,0.34
bazsh01,2024,0.0,2.17
bazsh01,2025,0.0,0.52
bazsh01,2026,0.0,-0.06
bazzatr01,2026,-0.02,0.82
beatyma01,2023,-0.28,-0.27
beavedy01,2025,0.07,0.97
beavedy01,2026,-0.43,-0.01
beckbr01,2026,0.0,0.0
beckjo01,2024,-0.07,-0.87
beckjo01,2025,-0.44,0.88
beckjo01,2026,0.1,-0.33
becktr01,2023,0.0,1.07
becktr01,2024,0.0,0.51
becktr01,2025,0.0,0.06
becktr01,2026,0.0,0.1
bednada01,2023,0.0,2.55
bednada01,2024,0.0,-0.9
bednada01,2025,0.0,2.22
bednada01,2026,0.0,-0.45
beedety01,2024,0.0,-0.72
beeksja02,2023,0.0,-0.65
beeksja02,2024,0.0,0.10999999999999999
beeksja02,2025,0.0,0.87
beeksja02,2026,0.0,0.34
beetecl01,2024,0.0,0.01
beetecl01,2025,0.0,0.3
beetecl01,2026,0.0,0.3
bellaan01,2023,0.0,-0.05
bellico01,2023,0.11,4.75
bellico01,2024,-0.36,2.22
bellico01,2025,0.8,5.05
bellico01,2026,0.71,2.6
belljo02,2023,-1.78,-0.10000000000000003
belljo02,2024,-1.8299999999999998,-0.30000000000000004
belljo02,2025,-1.48,0.5
belljo02,2026,-0.44,-0.39
bellobr01,2023,0.0,3.14
bellobr01,2024,0.0,1.18
bellobr01,2025,0.0,2.31
bellobr01,2026,0.0,-1.32
bellova01,2024,0.0,1.38
bellova01,2025,0.0,0.28
bellova01,2026,0.0,-0.32
beltbr01,2023,-0.94,1.97
bemboan01,2023,0.03,-0.01
bendean01,2024,0.0,0.67
bendean01,2025,0.0,1.87
bendean01,2026,0.0,0.29
bengeca01,2026,-0.76,0.12
beninan01,2023,-0.77,0.37
beninan01,2024,-1.81,-0.84
beninan01,2025,-0.92,0.97
beninan01,2026,-0.6,-0.6
benneja01,2026,0.0,-0.02
bensowi01,2023,-0.72,1.56
bensowi01,2024,-0.97,-1.34
bensowi01,2025,0.35,0.59
bensowi01,2026,-0.34,-0.19
bergery01,2025,0.0,1.41
bermujo01,2024,0.0,-0.12
bernabr01,2023,0.0,1.3
bernabr01,2024,0.0,0.34
bernabr01,2025,0.0,0.32
bernabr01,2026,0.0,0.35
bernawa01,2025,-0.1,0.01
berrijo01,2023,0.0,2.49
berrijo01,2024,0.0,2.46
berrijo01,2025,0.0,1.3
berropr01,2023,0.0,0.12
berropr01,2024,0.0,0.45
berrost01,2024,0.23,0.3
berrost01,2025,0.23,0.24
bertijo01,2023,0.91,2.17
bertijo01,2024,0.26,0.65
bertijo01,2025,0.39,0.12
bethach01,2023,0.68,0.56
bethach01,2024,0.31,0.35
bettsmo01,2023,0.93,8.58
bettsmo01,2024,0.55,4.64
bettsmo01,2025,2.64,4.89
bettsmo01,2026,0.2,0.09
bibeeta01,2023,0.0,3.87
bibeeta01,2024,0.0,2.64
bibeeta01,2025,0.0,1.22
bibeeta01,2026,0.0,0.64
bichebo01,2023,1.21,4.75
bichebo01,2024,0.18,-0.34
bichebo01,2025,-0.42,3.49
bichebo01,2026,0.09,-0.14
bickfph01,2023,0.0,-0.22
bickfph01,2024,0.0,-0.25
bidoibr01,2026,0.0,0.0
bidoos01,2023,0.0,-0.24
bidoos01,2024,0.0,1.61
bidoos01,2025,0.0,-0.68
bidoos01,2026,0.0,-0.16
biebesh01,2023,0.0,1.85
biebesh01,2024,0.0,0.7
biebesh01,2025,0.0,0.77
bielabr01,2023,0.0,0.37
bielabr01,2024,0.0,0.07
biggehu01,2024,0.0,0.39999999999999997
biggehu01,2025,0.0,0.29
biggehu01,2026,0.0,-0.33
biggica01,2023,-0.69,0.63
biggica01,2024,-0.37,0.04999999999999999
biggica01,2025,-0.06,-0.18
birdja01,2023,0.0,0.84
birdja01,2024,0.0,0.39
birdja01,2025,0.0,-0.010000000000000009
birdja01,2026,0.0,0.02
birdsha01,2024,0.0,0.3
birdsha01,2025,0.0,-0.49
bivensp01,2024,0.0,0.57
bivensp01,2025,0.0,0.19
blachty01,2023,0.0,0.19
blachty01,2024,0.0,-0.61
blachty01,2026,0.0,0.1
blackch02,2023,-0.43,1.4
blackch02,2024,-1.08,0.5
blackma01,2024,0.0,-0.49
blackma01,2025,0.0,-0.11
blackma01,2026,0.0,0.16
blackpa01,2023,0.0,1.55
blackpa01,2024,0.0,0.47
blackpa01,2025,0.0,-0.52
blackpa01,2026,0.0,0.17
blackty01,2024,-0.02,-0.07
blackty01,2025,-0.12,0.05
blackty01,2026,-0.06,0.15
blalobr01,2024,0.0,-0.18
blalobr01,2025,0.0,-1.57
blancda02,2023,0.27,1.24
blancda02,2024,-0.53,0.1
blancda02,2025,-0.01,-0.01
blancro01,2023,0.0,0.24
blancro01,2024,0.0,4.67
blancro01,2025,0.0,0.67
blanktr01,2023,-0.04,-0.09
blanktr01,2024,-0.11,-0.47
bledajj01,2023,-0.64,-0.11
bledajj01,2024,-1.51,2.13
bledajj01,2025,-0.98,-0.26
bledajj01,2026,-0.1,1.01
bleieri01,2023,0.0,-0.19
blewesc01,2024,0.0,0.81
blewesc01,2025,0.0,-0.18
blissry01,2024,0.25,0.43
blissry01,2025,0.04,-0.17
blissry01,2026,-0.01,-0.05
blossja01,2024,0.0,-0.22
blubaaj01,2025,0.0,0.74
blubaaj01,2026,0.0,-0.01
bogaexa01,2023,0.39,4.15
bogaexa01,2024,0.24,1.23
bogaexa01,2025,0.27,1.99
bogaexa01,2026,-0.13,0.83
bohmal01,2023,-1.34,0.47
bohmal01,2024,0.05,2.76
bohmal01,2025,0.02,1.46
bohmal01,2026,0.01,0.01
boltehe01,2026,0.12,0.13
boltoco01,2023,0.0,-0.17
boltoco01,2024,0.0,-0.11
boltoco01,2025,0.0,-0.1
boltoco01,2026,0.0,0.0
booseca01,2024,0.0,0.7
booseca01,2025,0.0,-0.51
borucry01,2023,0.0,1.38
borucry01,2024,0.0,-0.35
borucry01,2025,0.0,-0.020000000000000018
borucry01,2026,0.0,0.14
boteda01,2024,0.03,0.2
bouchse01,2023,0.13,0.69
bouchse01,2024,-0.64,-0.59
bouchse01,2025,-0.44,-0.94
boushca01,2023,0.0,0.1
boushca01,2024,0.0,0.03
boushca01,2025,0.0,-0.97
bowdebe01,2025,0.0,0.0
bowlajo01,2023,0.0,0.07
bowlajo01,2024,0.0,-0.2
bowlajo01,2025,0.0,0.16
bowlajo01,2026,0.0,0.0
bowmama01,2023,0.0,-0.18
bowmama01,2024,0.0,0.27
bowmama01,2025,0.0,-0.27
boxbebr01,2023,0.0,-0.01
boydma01,2023,0.0,-0.2
boydma01,2024,0.0,0.67
boydma01,2025,0.0,2.57
boydma01,2026,0.0,-0.44
boylejo01,2023,0.0,0.68
boylejo01,2024,0.0,-0.52
boylejo01,2025,0.0,-0.24
boylejo01,2026,0.0,-0.19
brachsi01,2023,0.0,0.15
bradfco01,2023,0.0,-0.05
bradfco01,2024,0.0,0.87
bradiky01,2023,0.0,4.79
bradiky01,2024,0.0,1.05
bradiky01,2025,0.0,1.19
bradiky01,2026,0.0,0.34
bradlar01,2023,0.0,-0.24
bradlja02,2023,0.44,-0.37
bradlta01,2023,0.0,-0.35
bradlta01,2024,0.0,1.7
bradlta01,2025,0.0,-0.56
bradlta01,2026,0.0,1.61
brantmi02,2023,0.03,0.11
brantro01,2024,0.13,-0.02
brantro01,2025,-0.09,-0.03
brashma01,2023,0.0,1.21
brashma01,2025,0.0,1.03
brashma01,2026,0.0,0.66
brasiry01,2023,0.0,1.2600000000000002
brasiry01,2024,0.0,0.2
brasiry01,2025,0.0,-0.18
brazohu01,2023,0.0,1.13
brazohu01,2024,0.0,0.22000000000000003
brazohu01,2025,0.0,0.57
brazohu01,2026,0.0,0.89
brebbjo01,2023,0.0,0.13
brebbjo01,2024,0.0,-0.47
brebbjo01,2025,0.0,-0.76
bregmal01,2023,1.0,4.87
bregmal01,2024,1.04,3.98
bregmal01,2025,0.45,3.46
bregmal01,2026,0.0,0.72
brennwi02,2023,-0.41,0.34
brennwi02,2024,-1.09,-0.15
brennwi02,2025,-0.01,-0.21
brennwi02,2026,-0.03,-0.33
breweco01,2023,0.0,0.03
breweco01,2024,0.0,-0.55
bridejo01,2023,-0.01,-0.48
bridejo01,2024,-0.53,0.89
bridejo01,2025,0.16,-0.95
briesbe01,2023,0.0,0.6
briesbe01,2024,0.0,0.73
briesbe01,2025,0.0,-0.85
brighje01,2023,0.0,-0.13
brighje01,2025,0.0,-0.05
bristbr01,2023,0.0,0.11
britojh01,2023,0.0,0.68
britojh01,2024,0.0,0.19
britoju02,2026,-0.15,-0.38
brogdco01,2023,0.0,0.29
brogdco01,2024,0.0,-0.74
brogdco01,2025,0.0,-0.17
brogdco01,2026,0.0,-0.4
brookaa01,2024,0.0,-0.19
brookaa01,2026,0.0,-0.52
brooktr01,2024,-0.06,-0.25
brooktr01,2025,-0.11,-0.48
brossmi01,2023,-0.2,-0.29
brownbe02,2024,0.0,0.88
brownbe02,2025,0.0,-1.57
brownbe02,2026,0.0,0.93
brownhu01,2023,0.0,0.05
brownhu01,2024,0.0,2.8
brownhu01,2025,0.0,6.1
brownhu01,2026,0.0,0.66
brownmc01,2025,0.0,-0.24
brownse01,2023,-0.24,0.33
brownse01,2024,-1.23,-0.57
brownse01,2025,-0.57,-0.72
brubajt01,2025,0.0,0.29000000000000004
brubajt01,2026,0.0,0.01
bruihju01,2023,0.0,-0.18999999999999997
bruihju01,2024,0.0,-0.28
bruihju01,2025,0.0,-0.23
bruihju01,2026,0.0,-0.32
brujavi01,2023,0.08,-0.32
brujavi01,2024,0.7,0.37
brujavi01,2025,0.13999999999999999,0.059999999999999956
brujavi01,2026,0.01,0.05
bryankr01,2023,-1.21,-0.97
bryankr01,2024,-0.54,-0.79
bryankr01,2025,-0.09,-0.52
brzykza01,2024,0.0,-0.27
brzykza01,2025,0.0,-0.61
bubickr01,2023,0.0,0.44
bubickr01,2024,0.0,0.71
bubickr01,2025,0.0,3.15
bubickr01,2026,0.0,0.62
buchada01,2024,0.0,0.1
buehlwa01,2024,0.0,-1.14
buehlwa01,2025,0.0,0.020000000000000018
buehlwa01,2026,0.0,0.14
bukaujb01,2023,0.0,0.01999999999999999
bukaujb01,2024,0.0,0.19
bumgama01,2023,0.0,-0.72
bummeaa01,2023,0.0,-0.99
bummeaa01,2024,0.0,0.56
bummeaa01,2025,0.0,0.13
bummeaa01,2026,0.0,-0.77
burdini01,2023,0.0,-0.06
burdini01,2024,0.0,0.34
burdini01,2025,0.0,0.2
burdipe01,2023,-0.03,-0.04
burdiza01,2023,0.0,-0.23
burgeja01,2023,-0.6,2.45
burgeja01,2024,-1.06,0.84
burgeja01,2025,-0.45,0.86
burgeja01,2026,-0.2,0.69
burgoju01,2025,0.0,-0.49
burgora01,2024,0.0,-0.05
burkebr01,2023,0.0,-0.1
burkebr01,2024,0.0,-0.18
burkebr01,2025,0.0,1.47
burkebr01,2026,0.0,0.21
burkese01,2024,0.0,0.92
burkese01,2025,0.0,0.87
burkese01,2026,0.0,1.07
burleal01,2023,-0.92,-0.82
burleal01,2024,-1.23,1.38
burleal01,2025,-1.35,1.86
burleal01,2026,-0.13,1.26
burneco01,2023,0.0,3.53
burneco01,2024,0.0,3.86
burneco01,2025,0.0,1.91
burnsch01,2025,0.0,0.24
burnsch01,2026,0.0,2.9
burromi01,2024,0.0,-0.01
burromi01,2025,0.0,1.37
burromi01,2026,0.0,-0.14
burrry01,2024,0.0,0.04
burrry01,2025,0.0,0.1
buschmi02,2023,-0.16,-0.44
buschmi02,2024,-0.16,2.84
buschmi02,2025,-0.51,4.56
buschmi02,2026,-0.24,0.96
busenal01,2023,0.0,0.2
busenal01,2024,0.0,-0.25
bushky01,2024,0.0,0.12
bushma01,2023,0.0,-0.81
butlela01,2023,-0.2,-0.54
butlela01,2024,-0.46,2.95
butlela01,2025,-0.08,1.92
butlela01,2026,0.06,-0.52
buttojo01,2023,0.0,0.79
buttojo01,2024,0.0,2.22
buttojo01,2025,0.0,0.45999999999999996
buttojo01,2026,0.0,-0.23
buxtoby01,2023,-0.69,0.71
buxtoby01,2024,0.45,3.58
buxtoby01,2025,-0.17,4.88
buxtoby01,2026,-0.02,1.76
cabaljo01,2023,1.31,2.47
cabaljo01,2024,0.93,1.61
cabaljo01,2025,1.28,2.74
cabaljo01,2026,1.1,1.63
cabbatr01,2023,-0.08,-0.33
cabbatr01,2024,0.03,-0.13
cabreed02,2023,0.0,2.02
cabreed02,2024,0.0,0.27
cabreed02,2025,0.0,2.77
cabreed02,2026,0.0,0.06
cabrege01,2023,0.0,0.21
cabrege01,2024,0.0,-0.05
cabrege01,2025,0.0,-0.7699999999999999
cabremi01,2023,-0.84,-0.3
cabreos01,2023,-0.73,-1.45
cabreos01,2024,0.49,1.32
cabreos01,2025,-0.03,0.37
cacerke01,2023,0.0,-0.01
caglija01,2025,-0.51,-1.3
caglija01,2026,-0.05,0.59
caissow01,2025,-0.04,-0.08
caissow01,2026,-0.69,-0.71
calhoko01,2023,-0.14,0.01
calhowi01,2023,-0.47,-0.19
calhowi01,2024,-0.58,-0.21
callal02,2023,0.67,1.03
callal02,2024,0.12,1.5
callal02,2025,-0.3,1.4500000000000002
callal02,2026,0.25,0.7
callity01,2025,-0.11,-0.16
calvobl01,2023,0.0,0.03
camarja01,2024,-0.01,-0.12
camarjo01,2023,-0.16,-0.23
camerda01,2024,-0.59,-0.48
camerda01,2025,-0.26,-0.46
camerno01,2025,0.0,3.82
camerno01,2026,0.0,-0.42
caminju01,2023,0.11,0.04
caminju01,2024,-0.02,0.72
caminju01,2025,-0.11,4.38
caminju01,2026,-0.67,0.77
campbis01,2023,0.0,0.53
campbis01,2024,0.0,-1.27
campbis01,2025,0.0,-0.13
campbkr01,2025,-1.43,-0.95
campegu01,2024,-0.26,-0.09
campegu01,2025,-0.38,-0.32
campulu01,2023,0.05,1.07
campulu01,2024,-0.67,-0.67
campulu01,2025,-0.08,-0.4
campulu01,2026,0.01,0.64
canaral01,2023,-0.14,-0.04
canaral01,2024,0.14,0.29
canaral01,2025,0.78,0.49
candeje01,2023,-0.07999999999999996,3.2600000000000002
candeje01,2024,-1.33,-0.69
candeje01,2025,0.07,-0.87
candeje01,2026,-0.01,-0.16
