Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
306,Davis Schneider,26,TOR,AL,77,59,14,475.2,133,102,29,2,4,.985,0,1,-1,-3,2.48,2.74,1.56,2.74,,,,,,,74H/5D,,schneda03
307,Travis d'Arnaud,36,LAA,AL,58,53,52,475.0,472,452,18,2,5,.996,-2,-5,-4,-10,8.91,9.13,8.10,9.00,1,16,48,11,18.6,0,2/HD,,darnatr01
308,Jakob Marsee,24,MIA,NL,55,53,43,475.0,142,140,1,1,0,.993,6,15,1,3,2.67,2.26,2.56,2.22,,,,,,,87/9H,ROY-8,marseja01
309,Robert Hassell III,23,WSN,NL,63,51,44,473.0,134,131,2,1,1,.993,2,5,-2,-5,2.53,2.26,2.11,2.22,,,,,,,89H/7D,,hassero02
310,David Hamilton,27,BOS,AL,79,49,39,472.0,257,78,172,7,33,.973,5,12,9,23,4.77,3.95,3.09,3.88,,,,,,,4H6/D5,,hamilda03
311,Parker Meadows,25,DET,AL,57,55,45,468.0,120,118,1,1,0,.992,-1,-3,-1,-3,2.29,2.28,2.09,2.25,,,,,,,8/H,,meadopa01
312,Evan Carter,22,TEX,AL,60,51,42,460.0,125,123,2,0,0,1.000,2,5,3,8,2.45,2.28,2.08,2.25,,,,,,,8/HD,,carteev01
313,Kyle Manzardo,24,CLE,AL,56,53,44,459.2,400,372,24,4,33,.990,-2,-5,-7,-18,7.75,8.04,7.07,7.93,,,,,,,D3H,,manzaky01
314,Connor Wong,29,BOS,AL,62,52,43,455.0,430,409,16,5,2,.988,-3,-8,-1,-3,8.41,9.13,6.85,8.98,2,20,39,9,18.8,1,2/H3D,,wongco01
315,Luke Raley,30,SEA,AL,66,48,27,449.0,237,214,20,3,12,.987,-1,-4,-5,-13,4.69,4.88,3.16,4.63,,,,,,,93H/8D7,,raleylu01
316,Graham Pauley,24,MIA,NL,62,53,34,447.2,173,70,101,2,8,.988,5,14,4,11,3.44,3.02,2.63,3.08,,,,,,,5/438,,paulegr01
317,Christian Koss,27,SFG,NL,64,49,39,445.0,220,68,145,7,26,.968,2,5,7,19,4.31,3.81,3.04,3.57,,,,,,,4H5/61D,,kossch01
318,Martín Maldonado,38,SDP,NL,64,56,25,445.0,423,409,12,2,2,.995,-6,-16,-1,-3,8.51,8.94,6.58,8.79,8,18,46,7,13.2,0,2,,maldoma01
319,Leody Taveras,26,2TM,AL,57,48,46,444.0,119,112,3,4,0,.966,-8,-22,-2,-5,2.33,2.28,2.02,2.25,,,,,,,89/H,,taverle01
319,Leody Taveras,26,TEX,AL,30,24,22,216.0,61,57,2,2,0,.967,-3,-14,-2,-11,2.46,2.28,1.97,2.25,,,,,,,8/H,,taverle01
319,Leody Taveras,26,SEA,AL,27,24,24,228.0,58,55,1,2,0,.966,-6,-29,0,0,2.21,2.28,2.07,2.25,,,,,,,9/8H,,taverle01
320,Roman Anthony,21,BOS,AL,52,49,44,442.1,94,91,2,1,0,.989,8,23,7,19,1.89,2.28,1.79,2.25,,,,,,,97D/H,ROY-3,anthoro01
321,Paul DeJong,31,WSN,NL,53,51,43,441.0,140,39,98,3,24,.979,-4,-11,-4,-11,2.80,3.18,2.40,3.15,,,,,,,546/D3H,,dejonpa01
322,Trevor Larnach,28,MIN,AL,60,53,32,441.0,119,118,1,0,0,1.000,-3,-9,-5,-14,2.43,2.28,1.98,2.25,,,,,,,D97H,,larnatr01
323,Ryan Mountcastle,28,BAL,AL,56,50,49,441.0,398,361,37,0,37,1.000,-2,-5,-1,-3,8.12,8.04,7.11,7.93,,,,,,,3D/H,,mountry01
324,Darell Hernaiz,23,ATH,AL,51,50,40,438.2,151,57,90,4,16,.974,-4,-11,-2,-5,3.02,3.38,2.58,3.31,,,,,,,654,,hernada04
325,George Springer,35,TOR,AL,54,51,29,436.2,83,81,1,1,0,.988,-10,-27,-7,-19,1.69,2.28,1.52,2.25,,,,,,,D978/H,MVP-7SS,springe01
326,Gio Urshela,33,ATH,AL,57,49,38,436.1,123,41,79,3,8,.976,-2,-4,-7,-19,2.48,2.65,2.07,2.62,,,,,,,5/3DH,,urshegi01
327,John Rave,27,KCR,AL,70,48,25,431.2,110,104,3,3,1,.973,-5,-13,4,11,2.23,2.28,1.53,2.25,,,,,,,978/HD,,ravejo01
328,Tyler Heineman,34,TOR,AL,64,46,39,428.0,480,441,31,8,2,.983,1,3,10,28,9.93,9.07,7.38,8.64,0,11,37,16,30.2,1,2/H1,,heinety01
329,Jac Caglianone,22,KCR,AL,54,52,25,427.1,122,113,7,2,1,.984,2,7,-2,-6,2.53,2.62,1.94,3.17,,,,,,,93/DH,,caglija01
330,Alex Verdugo,29,ATL,NL,54,49,39,426.1,91,88,1,2,0,.978,2,5,0,0,1.88,2.26,1.65,2.22,,,,,,,7/H,,verdual01
331,Johan Rojas,24,PHI,NL,65,46,30,418.2,116,111,3,2,1,.983,1,3,4,11,2.45,2.26,1.75,2.22,,,,,,,8H/D,,rojasjo03
332,Dominic Smith,30,SFG,NL,53,48,39,414.2,429,390,38,1,40,.998,-2,-7,-1,-3,9.29,8.22,7.93,7.98,,,,,,,3/HD9,,smithdo02
333,Seiya Suzuki,30,CHC,NL,48,47,46,414.2,95,91,1,3,1,.968,-4,-10,-5,-14,2.00,2.26,1.92,2.22,,,,,,,D97/H8,MVP-20,suzukse01
334,Matt Thaiss,30,2TM,AL,54,48,39,414.2,393,372,16,5,1,.987,1,3,3,9,8.42,9.12,7.05,8.96,2,9,44,10,18.5,3,2/H3D,,thaisma01
334,Matt Thaiss,30,CHW,AL,29,26,21,224.2,195,179,11,5,1,.974,2,11,3,16,7.61,9.13,6.33,8.96,2,5,20,7,25.9,3,2/H3D,,thaisma01
334,Matt Thaiss,30,TBR,AL,25,22,18,190.0,198,193,5,0,0,1.000,-1,-6,0,0,9.38,9.12,7.92,8.96,0,4,24,3,11.1,0,2/3H,,thaisma01
335,Christian Moore,22,LAA,AL,53,45,44,411.2,174,62,109,3,23,.983,-1,-4,-3,-9,3.74,3.99,3.23,3.94,,,,,,,4/H,,moorech03
336,Hyeseong Kim,26,LAD,NL,66,45,26,409.1,166,80,83,3,15,.982,0,-1,7,21,3.58,3.68,2.23,3.57,,,,,,,4H86,,kimhy02
337,Jake Bauers,29,MIL,NL,64,48,21,408.0,215,197,15,3,24,.986,-7,-21,-2,-6,4.68,5.48,3.03,5.51,,,,,,,3H7/D19,,bauerja01
338,Bryce Teodosio,26,LAA,AL,50,49,35,406.0,141,140,0,1,0,.993,1,3,7,21,3.10,2.28,2.80,2.25,,,,,,,8,,teodobr01
339,Ha-Seong Kim,29,2TM,2LG,48,47,43,404.0,158,62,96,0,22,1.000,-1,-2,-3,-9,3.52,3.76,3.29,3.71,,,,,,,6/4H,,kimha01
339,Ha-Seong Kim,29,TBR,AL,24,24,21,196.0,85,31,54,0,12,1.000,1,5,-1,-6,3.90,3.79,3.54,3.73,,,,,,,6/4,,kimha01
339,Ha-Seong Kim,29,ATL,NL,24,23,22,208.0,73,31,42,0,10,1.000,-2,-9,-2,-12,3.16,3.74,3.04,3.68,,,,,,,6/H,,kimha01
340,Nick Loftin,26,KCR,AL,62,42,26,402.0,128,79,48,1,10,.992,5,15,0,0,2.84,2.93,1.74,3.04,,,,,,,7H45/3D,,loftini01
341,Jack Suwinski,26,PIT,NL,56,43,30,397.1,109,107,1,1,0,.991,-1,-3,1,3,2.45,2.26,1.93,2.22,,,,,,,879/HD,,suwinja01
342,Luis Matos,23,SFG,NL,50,46,34,394.0,86,82,0,4,0,.953,-4,-13,-5,-15,1.87,2.26,1.64,2.22,,,,,,,97/8HD,,matoslu02
343,Donovan Solano,37,2TM,AL,69,39,22,391.0,362,332,30,0,30,1.000,-1,-3,0,0,8.33,7.88,5.17,7.66,,,,,,,3H/45,,solando01
343,Donovan Solano,37,SEA,AL,67,38,21,381.1,359,331,28,0,30,1.000,-1,-3,0,0,8.47,7.98,5.28,7.77,,,,,,,3H/5,,solando01
343,Donovan Solano,37,TEX,AL,2,1,1,9.2,3,1,2,0,0,1.000,0,-37,0,0,2.79,4.00,1.50,3.95,,,,,,,/4,,solando01
344,José Tena,24,WSN,NL,49,44,40,390.1,116,32,78,6,7,.948,-1,-2,-2,-6,2.54,2.68,2.16,2.64,,,,,,,5/4HD,,tenajo01
345,Alejandro Osuna,22,TEX,AL,56,43,27,388.0,90,88,2,0,0,1.000,5,15,4,12,2.09,2.28,1.61,2.25,,,,,,,79/DH8,,osunaal02
346,Denzel Clarke,25,ATH,AL,47,44,37,383.2,177,173,1,3,0,.983,9,29,7,22,4.08,2.28,3.70,2.25,,,,,,,8/H,,clarkde02
347,Mitch Garver,34,SEA,AL,43,42,39,376.2,388,375,10,3,0,.992,-4,-13,-4,-13,9.20,9.13,8.95,9.00,1,13,38,6,13.6,0,2DH,,garvemi01
348,Blake Perkins,28,MIL,NL,52,39,35,374.2,115,113,1,1,0,.991,5,15,0,0,2.74,2.26,2.19,2.22,,,,,,,8/HD,,perkibl01
349,Andy Ibáñez,32,DET,AL,81,33,17,372.2,121,37,81,3,10,.975,8,27,4,13,2.85,2.84,1.39,2.90,,,,,,,5H4/3D67,,ibanean01
350,Amed Rosario,29,2TM,2LG,57,41,31,371.2,124,45,73,6,11,.952,-6,-18,-6,-19,2.86,3.04,2.03,2.91,,,,,,,54H/9D16,,rosaram01
350,Amed Rosario,29,WSN,NL,42,33,30,305.2,105,40,59,6,10,.943,-6,-25,-5,-20,2.91,3.14,2.30,3.06,,,,,,,54H/D169,,rosaram01
350,Amed Rosario,29,NYY,AL,15,8,1,66.0,19,5,14,0,1,1.000,1,13,-1,-18,2.59,2.54,1.27,2.47,,,,,,,/59H4,,rosaram01
351,Heston Kjerstad,26,BAL,AL,51,45,27,370.1,74,70,4,0,0,1.000,-5,-17,-8,-26,1.80,2.28,1.45,2.25,,,,,,,79/HD,,kjershe01
352,Austin Martin,26,MIN,AL,49,38,34,366.0,94,86,7,1,1,.989,-8,-25,1,3,2.29,2.41,1.90,2.39,,,,,,,78/H4,,martiau01
353,Miles Mastrobuoni,29,SEA,AL,63,40,20,363.2,106,55,50,1,4,.991,-3,-11,-2,-7,2.60,2.88,1.54,2.76,,,,,,,H5497/13D,,mastrmi01
354,Ronny Mauricio,24,NYM,NL,53,40,30,363.0,134,42,87,5,9,.963,2,5,3,10,3.20,2.81,2.39,2.80,,,,,,,5H/46D,,mauriro01
355,Edouard Julien,26,MIN,AL,51,43,28,362.0,226,156,66,4,23,.982,-1,-3,-5,-17,5.52,5.95,4.27,5.93,,,,,,,34D/H6,,julieed01
356,Brandon Lockridge,28,2TM,NL,61,37,23,360.2,97,92,3,2,0,.979,2,5,5,17,2.37,2.26,1.56,2.22,,,,,,,78H9/D,,lockrbr01
356,Brandon Lockridge,28,SDP,NL,44,24,15,239.2,64,61,1,2,0,.969,1,6,2,10,2.33,2.26,1.41,2.22,,,,,,,78H/9,,lockrbr01
356,Brandon Lockridge,28,MIL,NL,17,13,8,121.0,33,31,2,0,0,1.000,0,4,3,30,2.45,2.26,1.94,2.22,,,,,,,/89H7D,,lockrbr01
357,Luke Keaschall,22,MIN,AL,41,41,40,360.0,173,71,96,6,25,.965,0,-1,1,3,4.18,3.99,4.07,3.94,,,,,,,4/D,ROY-9,keasclu01
358,Alan Roden,25,2TM,AL,52,39,25,357.0,97,93,3,1,1,.990,1,2,1,3,2.42,2.28,1.85,2.25,,,,,,,79/H8,,rodenal01
358,Alan Roden,25,TOR,AL,40,30,21,271.0,72,68,3,1,1,.986,0,2,2,9,2.36,2.28,1.78,2.25,,,,,,,79/H8,,rodenal01
358,Alan Roden,25,MIN,AL,12,9,4,86.0,25,25,0,0,0,1.000,0,4,-1,-14,2.62,2.28,2.08,2.25,,,,,,,7/89,,rodenal01
359,James Outman,28,2TM,2LG,56,37,23,354.2,88,87,0,1,0,.989,-3,-8,-6,-20,2.21,2.27,1.55,2.24,,,,,,,897/HD,,outmaja01
359,James Outman,28,LAD,NL,21,12,7,112.0,22,22,0,0,0,1.000,1,12,-1,-11,1.77,2.26,1.05,2.22,,,,,,,8/H9,,outmaja01
359,James Outman,28,MIN,AL,35,25,16,242.2,66,65,0,1,0,.985,-4,-18,-5,-25,2.41,2.28,1.86,2.25,,,,,,,897/HD,,outmaja01
360,Dalton Rushing,24,LAD,NL,49,38,33,353.1,390,372,17,1,3,.997,2,5,0,0,9.91,8.88,7.94,8.68,2,14,17,8,32.0,0,2/H3D,,rushida01
361,Jhonkensy Noel,23,CLE,AL,67,33,22,351.0,121,114,7,0,7,1.000,-1,-2,-2,-7,3.10,3.10,1.75,2.99,,,,,,,9H/37D,,noeljh01
362,Heriberto Hernández,25,MIA,NL,49,42,19,346.0,84,81,0,3,0,.964,-6,-22,0,0,2.11,2.26,1.65,2.22,,,,,,,7D9H,ROY-13,hernahe01
363,Kyle Karros,22,COL,NL,42,40,40,343.1,104,31,71,2,8,.981,6,21,3,10,2.67,2.52,2.43,2.48,,,,,,,5/DH,,karroky01
364,Jake Rogers,30,DET,AL,45,39,35,342.2,321,302,15,4,0,.988,3,11,-1,-1,8.33,9.05,7.04,8.31,1,14,22,10,31.3,4,2/1HD,,rogerja03
365,Kyren Paris,23,LAA,AL,42,38,32,341.0,138,77,61,0,16,1.000,3,12,3,11,3.64,3.05,3.21,3.00,,,,,,,84/H7D,,parisky01
366,Andruw Monasterio,28,MIL,NL,66,34,19,339.1,126,52,73,1,20,.992,0,-1,1,4,3.32,3.90,1.74,4.48,,,,,,,63H4/57,,monasan01
367,Yohel Pozo,28,STL,NL,52,36,34,338.0,298,281,12,5,2,.983,-4,-13,1,4,7.80,8.91,5.63,8.71,4,7,36,9,20.0,0,2H/3D,,pozoyo01
368,Reese McGuire,30,CHC,NL,44,37,32,336.1,326,314,11,1,1,.997,5,18,-1,-4,8.70,8.92,7.39,8.62,0,9,23,8,25.8,1,2/H1,,mcguire01
369,Thairo Estrada,29,COL,NL,39,39,36,336.0,150,46,100,4,28,.973,-2,-9,-2,-7,3.91,4.11,3.74,4.05,,,,,,,4,,estrath01
370,Jeremiah Jackson,25,BAL,AL,44,41,17,335.0,91,69,18,4,1,.956,0,-1,-2,-7,2.34,2.33,1.81,2.33,,,,,,,95/HD4,,jacksje02
371,Randal Grichuk,33,2TM,2LG,57,35,19,331.1,64,62,1,1,0,.984,-3,-11,-2,-7,1.71,2.27,1.11,2.24,,,,,,,HD97/8,,grichra01
371,Randal Grichuk,33,ARI,NL,23,18,11,155.1,27,27,0,0,0,1.000,-4,-29,-3,-23,1.56,2.26,1.17,2.22,,,,,,,DH9/78,,grichra01
371,Randal Grichuk,33,KCR,AL,34,17,8,176.0,37,35,1,1,0,.973,1,6,1,7,1.84,2.28,1.06,2.25,,,,,,,9H7/D8,,grichra01
372,Jorge Polanco,31,SEA,AL,43,39,30,330.1,144,53,91,0,23,1.000,-2,-8,-4,-15,3.92,3.79,3.27,3.86,,,,,,,D4H/53,,polanjo01
373,Derek Hill,29,2TM,2LG,54,35,30,330.0,105,101,4,0,0,1.000,5,18,8,29,2.86,2.26,1.94,2.22,,,,,,,8/HD,,hillde01
373,Derek Hill,29,MIA,NL,50,33,28,311.1,99,95,4,0,0,1.000,4,16,6,23,2.86,2.26,1.98,2.22,,,,,,,8/HD,,hillde01
373,Derek Hill,29,CHW,AL,4,2,2,18.2,6,6,0,0,0,1.000,1,58,2,129,2.89,2.27,1.50,2.25,,,,,,,/8H,,hillde01
374,Jacob Stallings,35,2TM,2LG,41,38,25,325.0,306,285,16,5,0,.984,-4,-15,-3,-11,8.34,8.95,7.34,8.68,3,18,44,12,21.4,1,2/H1,,stallja01
374,Jacob Stallings,35,COL,NL,28,27,19,228.0,200,184,12,4,0,.980,-3,-16,-2,-11,7.74,8.87,7.00,8.53,1,13,35,9,20.5,1,2/1H,,stallja01
374,Jacob Stallings,35,BAL,AL,13,11,6,97.0,106,101,4,1,0,.991,-1,-12,-1,-12,9.74,9.13,8.08,9.00,2,5,9,3,25.0,0,2/H,,stallja01
375,Ben Rortvedt,27,2TM,2LG,44,35,30,325.0,349,331,17,1,3,.997,-1,-4,1,4,9.64,9.05,7.91,8.91,1,11,34,10,22.7,0,2,,rortvbe01
375,Ben Rortvedt,27,TBR,AL,26,20,17,184.2,165,154,10,1,2,.994,0,0,1,6,7.99,9.13,6.31,9.00,1,3,21,6,22.2,0,2,,rortvbe01
375,Ben Rortvedt,27,LAD,NL,18,15,13,140.1,184,177,7,0,1,1.000,-1,-9,0,0,11.80,8.94,10.22,8.79,0,8,13,4,23.5,0,2,,rortvbe01
376,DJ LeMahieu,36,NYY,AL,45,35,32,324.0,143,59,84,0,18,1.000,0,-1,1,4,3.97,3.99,3.18,3.94,,,,,,,4/H,,lemahdj01
377,Tyler O'Neill,30,BAL,AL,39,38,33,322.0,87,80,5,2,2,.977,-3,-13,-8,-30,2.38,2.28,2.18,2.25,,,,,,,9D/7H,,oneilty01
378,James McCann,35,ARI,NL,41,35,33,317.2,276,261,14,1,1,.996,1,4,2,8,7.79,8.94,6.71,8.77,0,8,21,5,19.2,0,2/H3,,mccanja02
379,CJ Kayfus,23,CLE,AL,42,38,21,317.0,146,138,6,2,11,.986,3,10,-1,-4,4.09,4.32,3.13,4.35,,,,,,,93/HD,,kayfucj01
380,Jorge Soler,33,LAA,AL,40,39,27,315.2,56,55,1,0,0,1.000,-3,-11,-5,-19,1.60,2.28,1.40,2.25,,,,,,,9D/H,,solerjo01
381,Adael Amador,22,COL,NL,41,36,30,309.1,139,46,90,3,18,.978,0,2,-7,-27,3.96,4.11,3.32,4.05,,,,,,,4/H,,amadoad01
382,Yandy Díaz,33,TBR,AL,37,36,34,308.2,261,248,13,0,24,1.000,-5,-17,-2,-8,7.61,8.04,7.05,7.93,,,,,,,*D3,MVP-18,diazya01
383,Marcelo Mayer,22,BOS,AL,44,35,24,308.2,99,27,70,2,7,.980,0,0,-1,-4,2.83,2.76,1.98,2.73,,,,,,,5/4H6,,mayerma01
384,Kevin Newman,31,LAA,AL,55,31,17,302.1,142,57,79,6,15,.958,-3,-10,-5,-20,4.05,3.25,2.34,3.09,,,,,,,56/4H13,,newmake01
385,Taylor Trammell,27,HOU,AL,49,33,17,302.1,92,91,1,0,0,1.000,5,21,-2,-8,2.74,2.28,1.88,2.25,,,,,,,87H/9D,,trammta01
386,Weston Wilson,30,PHI,NL,48,36,15,302.0,95,66,28,1,4,.989,-3,-12,-4,-16,2.80,3.39,1.88,3.65,,,,,,,74/3H1D5,,wilsowe01
387,Dylan Beavers,23,BAL,AL,35,34,25,300.1,63,59,1,3,0,.952,4,16,2,8,1.80,2.28,1.71,2.25,,,,,,,79/H,,beavedy01
388,Warming Bernabel,23,COL,NL,37,36,32,298.2,285,260,22,3,29,.989,0,0,1,4,8.50,8.15,7.23,7.80,,,,,,,3/5DH,,bernawa01
389,Tyler Wade,30,SDP,NL,53,32,23,297.0,91,78,13,0,2,1.000,-1,-5,-3,-12,2.76,2.56,1.72,2.56,,,,,,,8H7/459D61,,wadety01
390,Joshua Palacios,29,CHW,AL,47,37,19,296.1,62,59,1,2,0,.968,-6,-24,-9,-36,1.82,2.28,1.28,2.25,,,,,,,97/HD,,palacjo01
391,Austin Slater,32,2TM,AL,54,29,18,295.2,79,75,2,2,0,.975,3,11,1,4,2.34,2.30,1.43,2.34,,,,,,,79H/D813,,slateau01
391,Austin Slater,32,CHW,AL,40,24,15,243.0,64,60,2,2,0,.969,1,6,1,5,2.30,2.30,1.51,2.39,,,,,,,H97/D83,,slateau01
391,Austin Slater,32,NYY,AL,14,5,3,52.2,15,15,0,0,0,1.000,2,34,0,0,2.56,2.27,1.15,2.17,,,,,,,/79H1,,slateau01
392,Chris Taylor,34,2TM,2LG,55,27,16,292.2,91,68,23,0,10,1.000,2,10,-2,-8,2.80,2.65,1.52,2.59,,,,,,,78H49/5,,tayloch03
392,Chris Taylor,34,LAD,NL,26,6,1,92.0,28,23,5,0,0,1.000,-1,-9,-3,-39,2.74,2.54,1.00,2.48,,,,,,,7/8H49,,tayloch03
392,Chris Taylor,34,LAA,AL,29,21,15,200.2,63,45,18,0,10,1.000,3,19,1,6,2.83,2.70,1.97,2.69,,,,,,,9/4H875,,tayloch03
393,Chas McCormick,30,HOU,AL,62,28,11,292.1,81,78,3,0,0,1.000,1,5,-3,-12,2.49,2.27,1.31,2.20,,,,,,,879H/D1,,mccorch01
394,Lane Thomas,29,CLE,AL,38,33,28,290.1,93,89,3,1,0,.989,2,7,-1,-4,2.85,2.28,2.42,2.25,,,,,,,8/H9D,,thomala02
395,Christian Encarnacion-Strand,25,CIN,NL,36,34,25,289.1,207,179,24,4,14,.981,3,10,-1,-4,6.31,6.93,5.64,6.69,,,,,,,3/5,,encarch01
396,Brendan Rodgers,28,HOU,AL,41,31,27,285.2,108,39,66,3,18,.972,1,5,2,8,3.31,3.99,2.56,3.94,,,,,,,4/HD,,rodgebr02
397,Pavin Smith,29,ARI,NL,36,34,23,283.1,253,230,22,1,19,.996,-3,-14,-4,-17,8.00,8.23,7.00,8.09,,,,,,,D3H,,smithpa04
398,Rafael Marchán,26,PHI,NL,42,30,29,283.0,285,269,14,2,1,.993,2,8,3,13,9.00,8.94,6.74,8.79,2,5,28,11,28.2,0,2/H,,marchra01
399,Sam Haggerty,31,TEX,AL,46,29,22,276.0,66,63,3,0,1,1.000,-5,-20,-2,-9,2.15,2.33,1.43,2.43,,,,,,,H78D/49,,haggesa01
400,Oswaldo Cabrera,26,NYY,AL,34,30,24,271.0,77,24,48,5,6,.935,2,8,-1,-4,2.39,2.52,1.95,2.72,,,,,,,5/H379,,cabreos01
401,Drew Gilbert,24,SFG,NL,38,30,26,271.0,69,67,2,0,0,1.000,-1,-4,-2,-9,2.29,2.26,1.82,2.22,,,,,,,9/8H7,,gilbedr01
402,Colby Thomas,24,ATH,AL,44,29,15,269.2,66,64,2,0,0,1.000,0,2,-2,-9,2.20,2.28,1.50,2.25,,,,,,,9H8/7D,,thomaco03
403,Emmanuel Rivera,29,BAL,AL,37,30,22,268.2,103,55,46,2,5,.981,-1,-5,2,9,3.38,3.37,2.59,3.53,,,,,,,5/3HD1,,riverem01
404,Michael Helman,29,TEX,AL,36,29,21,260.2,91,90,1,0,1,1.000,3,14,2,9,3.14,2.29,2.53,2.29,,,,,,,8/H6,,helmami01
405,Austin Wynns,34,2TM,2LG,36,29,22,259.1,226,213,12,1,0,.996,4,19,0,0,7.81,9.04,6.25,8.89,2,4,16,11,40.7,1,2/H3D,,wynnsau01
405,Austin Wynns,34,CIN,NL,16,12,7,105.2,90,87,3,0,0,1.000,1,11,-1,-11,7.67,8.90,5.63,8.75,1,2,8,4,33.3,0,2/H3D,,wynnsau01
405,Austin Wynns,34,ATH,AL,20,17,15,153.2,136,126,9,1,0,.993,3,23,1,8,7.91,9.13,6.75,9.00,1,2,8,7,46.7,1,2/H,,wynnsau01
406,Rafael Devers,28,SFG,NL,29,29,29,258.0,237,208,27,2,20,.992,2,7,2,9,8.20,8.03,8.10,7.90,,,,,,,D3/5H,,deverra01
407,Tyler Locklear,24,ARI,NL,30,28,27,256.1,259,246,12,1,21,.996,0,0,-5,-23,9.06,8.23,8.60,8.09,,,,,,,3/H,,locklty01
408,Rob Refsnyder,34,BOS,AL,43,30,10,256.0,64,61,2,1,0,.984,5,22,0,0,2.21,2.28,1.47,2.25,,,,,,,9HD7,,refsnro01
409,Carson Williams,22,TBR,AL,32,29,27,255.2,111,30,76,5,13,.955,2,9,0,0,3.73,3.73,3.31,3.68,,,,,,,6/H,,willica02
410,Will Wagner,26,2TM,2LG,39,31,9,255.2,104,72,30,2,8,.981,-2,-8,-7,-33,3.59,4.17,2.43,4.19,,,,,,,5H3/D4,,wagnewi01
410,Will Wagner,26,TOR,AL,34,31,9,243.2,99,71,26,2,7,.980,-2,-10,-7,-34,3.58,4.18,2.62,4.25,,,,,,,53/DH4,,wagnewi01
410,Will Wagner,26,SDP,NL,5,0,0,12.0,5,1,4,0,1,1.000,0,30,0,0,3.75,3.98,1.00,3.74,,,,,,,H/45,,wagnewi01
411,Jonatan Clase,23,TOR,AL,31,30,19,254.1,60,59,1,0,0,1.000,-3,-14,2,9,2.12,2.28,1.94,2.25,,,,,,,7/8H9D,,clasejo01
412,Josh Bell,32,WSN,NL,33,32,14,253.0,260,245,12,3,26,.988,-3,-14,-4,-19,9.14,8.23,7.79,8.09,,,,,,,D3H,,belljo02
413,Justin Turner,40,CHC,NL,50,29,10,253.0,199,177,21,1,15,.995,3,12,1,5,7.04,7.44,3.74,6.61,,,,,,,3HD5,,turneju01
414,Leo Rivas,27,SEA,AL,41,24,18,251.1,103,39,63,1,16,.990,-3,-12,-1,-5,3.65,3.85,2.22,3.70,,,,,,,4H/6D5179,,rivasle01
415,Willie MacIver,28,ATH,AL,33,29,25,251.0,268,255,10,3,1,.989,0,0,-3,-14,9.50,9.07,8.03,8.53,2,7,15,3,16.7,0,2/1,,macivwi01
416,DaShawn Keirsey Jr.,28,MIN,AL,61,21,10,250.2,55,54,1,0,0,1.000,0,2,0,0,1.97,2.28,0.90,2.25,,,,,,,9H78/D,,keirsda01
417,Vinny Capra,28,2TM,2LG,42,24,17,250.2,89,22,66,1,11,.989,4,20,4,19,3.16,3.06,1.96,2.91,,,,,,,56H/41D,,capravi01
417,Vinny Capra,28,MIL,NL,21,12,10,129.0,41,8,32,1,5,.976,0,1,0,0,2.79,2.73,1.90,2.75,,,,,,,5/H46D,,capravi01
417,Vinny Capra,28,CHW,AL,21,12,7,121.2,48,14,34,0,6,1.000,4,39,4,39,3.55,3.41,2.00,3.05,,,,,,,6/541HD,,capravi01
418,Alex Jackson,29,BAL,AL,36,27,21,249.2,259,244,13,2,5,.992,3,14,1,5,9.26,9.10,7.14,8.78,2,7,17,7,29.2,0,2/H1D,,jacksal02
419,Braxton Fulford,26,COL,NL,32,28,27,249.0,217,203,8,6,1,.972,-2,-10,-3,-14,7.63,8.94,6.59,8.79,1,11,22,8,26.7,0,2/DH,,fulfobr01
420,Jon Berti,35,CHC,NL,45,26,16,248.2,77,25,49,3,11,.961,-3,-15,3,14,2.68,2.82,1.61,2.82,,,,,,,5H4/19D,,bertijo01
421,Víctor Robles,28,SEA,AL,31,26,23,248.1,56,55,1,0,1,1.000,-1,-2,-3,-14,2.03,2.28,1.81,2.25,,,,,,,9/H8,,roblevi01
422,Troy Johnston,28,MIA,NL,38,33,9,246.0,133,124,8,1,8,.992,2,11,1,5,4.83,4.88,3.38,4.63,,,,,,,397/HD,,johnstr02
423,Cody Freeman,24,TEX,AL,32,28,13,241.2,86,47,37,2,9,.977,1,4,-3,-15,3.13,3.52,2.15,3.32,,,,,,,4/59HD7,,freemco01
424,Hunter Renfroe,33,KCR,AL,33,26,22,241.1,53,51,1,1,0,.981,-2,-11,-5,-25,1.94,2.28,1.58,2.25,,,,,,,9/HD,,renfrhu01
425,Garrett Hampson,30,3TM,NL,55,23,11,236.0,102,58,44,0,9,1.000,3,16,1,5,3.89,3.05,1.73,2.80,,,,,,,7H48/695D1,,hampsga01
425,Garrett Hampson,30,ARI,NL,16,13,6,105.0,66,28,38,0,6,1.000,3,33,0,0,5.66,3.69,4.13,3.57,,,,,,,4/H6857,,hampsga01
425,Garrett Hampson,30,CIN,NL,8,5,3,47.0,12,8,4,0,2,1.000,-1,-20,0,0,2.30,2.89,1.33,2.82,,,,,,,/748H56D,,hampsga01
